,AgeAsOfSale,AgeGarageAsOfSale,Alley,BedroomAbvGr,BldgType,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFullBath,CentralAir,Condition1,ConditionIndex,EnclosedPorch,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageCars,GarageFinish,GarageType,GoodOpenPorch,GoodScreenPorch,GoodWoodDeck,HalfBath,HasAGoodPool,Heating,HouseStyle,KitchenAbvGr,LandContour,LandSlope,LotAreaGood,LotConfig,LotShape,MSSubClass,MSZoning,MasVnrType,MiscFeature,Neighborhood,PavedDrive,QualIndex,RoofStyle,SaleCondition,SalePrice,SoldIn2008,Street,TotRmsAbvGrd,Utilities,YearsSinceRemod
76,52,0.0,None,2,1Fam,No,ALQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,None,None,NAmes,Y,36,Gable,Normal,135750.0,0,Pave,4,AllPub,52
77,60,0.0,None,2,1Fam,No,BLQ,GLQ,1.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,MnPrv,,0,CBlock,1,Min1,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,BrkSide,Y,45,Gable,Normal,127000.0,0,Pave,6,AllPub,7
78,42,-1968.0,None,4,Duplex,No,Unf,Unf,0.0,N,Norm,15,0,HdBoard,HdBoard,None,,0,CBlock,2,Typ,0.0,None,None,0,0,0,0,0,GasA,1Story,2,Lvl,Gtl,2,Inside,Reg,90,RL,None,None,Sawyer,Y,31,Hip,Normal,136500.0,0,Pave,8,AllPub,42
79,99,56.0,Grvl,2,1Fam,No,Unf,Unf,0.0,Y,Norm,22,128,Wd Sdng,Wd Sdng,MnPrv,,0,PConc,1,Typ,2.0,Unf,Detchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Corner,Reg,50,RM,None,None,OldTown,Y,45,Gable,Normal,110000.0,0,Pave,5,AllPub,28
80,41,0.0,None,4,1Fam,No,Rec,Unf,0.0,Y,Norm,22,0,VinylSd,VinylSd,None,Gd,1,CBlock,2,Typ,1.0,Fin,Attchd,1,1,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Corner,Reg,60,RL,BrkFace,None,NAmes,Y,60,Gable,Normal,193500.0,0,Pave,8,AllPub,41
81,8,0.0,None,2,TwnhsE,No,GLQ,Unf,1.0,Y,Norm,28,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,Fin,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,FR2,Reg,120,RM,BrkFace,None,Mitchel,Y,60,Hip,Normal,153500.0,0,Pave,5,AllPub,8
82,1,0.0,None,3,1Fam,No,GLQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,3.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,Stone,None,Somerst,Y,88,Gable,Normal,245000.0,0,Pave,6,AllPub,1
83,47,14.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,2.0,Unf,Detchd,0,0,0,1,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,BrkCmn,None,NAmes,Y,45,Gable,Normal,126500.0,0,Pave,6,AllPub,47
84,14,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,2.0,Fin,BuiltIn,1,0,0,1,0,GasA,SLvl,1,Lvl,Gtl,1,Inside,IR1,80,RL,BrkFace,Shed,Gilbert,Y,71,Gable,Normal,168500.0,0,Pave,7,AllPub,13
85,15,0.0,None,4,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,2.0,Unf,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Corner,Reg,60,RL,BrkFace,None,NoRidge,Y,90,Hip,Normal,260000.0,0,Pave,9,AllPub,14
86,4,0.0,None,3,1Fam,Av,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,2.0,Fin,BuiltIn,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Inside,IR2,60,RL,None,None,Gilbert,Y,62,Gable,Normal,174000.0,0,Pave,6,AllPub,4
87,0,0.0,Pave,2,TwnhsE,Av,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,RFn,Detchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Corner,Reg,160,FV,Stone,None,Somerst,Y,62,Gable,Partial,164500.0,0,Pave,4,AllPub,0
88,94,-1915.0,None,2,1Fam,No,Unf,Unf,0.0,N,Feedr,11,156,Plywood,Plywood,MnPrv,,0,CBlock,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Corner,IR1,50,C (all),None,None,IDOTRR,N,20,Hip,Abnorml,85000.0,0,Pave,6,AllPub,27
89,13,-1994.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,19,0,VinylSd,VinylSd,None,,0,PConc,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,CollgCr,Y,33,Gable,Normal,123600.0,0,Pave,5,AllPub,12
90,56,0.0,None,2,1Fam,None,None,None,0.0,Y,Norm,15,0,BrkFace,Wd Sdng,None,,0,Slab,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,None,None,NAmes,Y,31,Gable,Normal,109900.0,0,Pave,4,AllPub,56
91,45,0.0,None,2,1Fam,No,Rec,Unf,0.0,Y,Norm,20,0,HdBoard,HdBoard,GdWo,,0,CBlock,1,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,BrkCmn,None,NAmes,Y,45,Hip,Abnorml,98600.0,0,Pave,6,AllPub,45
92,88,0.0,Grvl,2,1Fam,No,ALQ,Unf,1.0,Y,Norm,26,44,Wd Sdng,Wd Sdng,None,,0,BrkTil,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,HLS,Gtl,2,Inside,IR1,30,RL,None,None,Crawfor,Y,47,Gable,Normal,163500.0,0,Pave,5,AllPub,3
93,97,-10.0,None,4,2fmCon,Mn,Rec,Unf,0.0,N,Norm,22,0,MetalSd,MetalSd,None,Gd,1,BrkTil,2,Typ,2.0,Unf,Detchd,0,1,0,0,0,GasW,2.5Unf,2,Lvl,Gtl,1,Corner,Reg,190,C (all),None,None,OldTown,Y,56,Hip,Normal,133900.0,0,Pave,9,AllPub,9
94,10,0.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,26,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,RFn,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,IR1,60,RL,None,None,CollgCr,Y,60,Gable,Normal,204750.0,0,Pave,7,AllPub,10
95,16,0.0,None,3,1Fam,No,ALQ,Unf,0.0,Y,Norm,26,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,Fin,BuiltIn,1,0,1,1,0,GasA,2Story,1,Lvl,Gtl,1,Corner,IR2,60,RL,BrkFace,Shed,Gilbert,Y,62,Gable,Normal,185000.0,0,Pave,6,AllPub,16
96,7,0.0,None,3,1Fam,Av,ALQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,IR1,20,RL,BrkFace,None,CollgCr,Y,75,Gable,Normal,214000.0,0,Pave,6,AllPub,7
97,42,0.0,None,3,1Fam,No,Rec,Unf,1.0,Y,Norm,20,0,HdBoard,HdBoard,None,,0,CBlock,1,Typ,1.0,Fin,Attchd,0,0,0,0,0,GasA,1Story,1,HLS,Gtl,2,Inside,Reg,20,RL,BrkFace,None,Edwards,P,36,Hip,Normal,94750.0,0,Pave,6,AllPub,42
98,90,0.0,None,2,1Fam,No,ALQ,Unf,0.0,N,Norm,18,77,Wd Sdng,Wd Sdng,None,,0,BrkTil,1,Typ,1.0,Unf,Basment,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Corner,Reg,30,RL,None,Shed,Edwards,Y,43,Gable,Abnorml,83000.0,0,Pave,5,AllPub,60
99,51,-1959.0,None,3,1Fam,No,ALQ,Unf,1.0,Y,Norm,13,0,Plywood,Plywood,None,,0,CBlock,1,Typ,0.0,None,None,0,0,1,1,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,None,Shed,NAmes,Y,31,Gable,Normal,128950.0,0,Pave,6,AllPub,51
100,33,0.0,None,3,1Fam,Mn,ALQ,Unf,1.0,Y,Norm,22,0,Plywood,Plywood,None,TA,2,PConc,2,Typ,2.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,IR1,20,RL,BrkFace,None,NWAmes,Y,58,Gable,Normal,205000.0,0,Pave,6,AllPub,9
101,25,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,2.0,Fin,Attchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,RL,BrkFace,None,SawyerW,Y,62,Gable,Normal,178000.0,0,Pave,7,AllPub,25
102,30,0.0,None,4,Duplex,None,None,None,0.0,Y,Norm,13,0,HdBoard,HdBoard,None,,0,Slab,2,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,2,Bnk,Gtl,1,Inside,Reg,90,RL,None,None,SawyerW,Y,40,Gable,Alloca,118964.0,0,Pave,8,AllPub,30
103,1,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,3.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Corner,IR1,20,RL,None,None,CollgCr,Y,73,Gable,Normal,198900.0,0,Pave,6,AllPub,1
104,76,20.0,None,4,1Fam,No,LwQ,Unf,0.0,Y,Norm,22,0,Stucco,Stucco,None,TA,2,PConc,1,Typ,1.0,Unf,Detchd,0,1,0,1,0,GasA,1.5Fin,1,Lvl,Gtl,1,Corner,Reg,50,RM,BrkFace,None,IDOTRR,Y,69,Gable,Normal,169500.0,0,Pave,7,AllPub,57
105,5,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,2.0,RFn,Attchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,FV,BrkFace,None,Somerst,Y,92,Hip,Normal,250000.0,0,Pave,9,AllPub,4
106,122,69.0,Grvl,2,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,VinylSd,VinylSd,None,,0,BrkTil,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,30,RM,None,Shed,OldTown,N,32,Mansard,Normal,100000.0,0,Pave,6,AllPub,12
107,60,0.0,None,2,1Fam,No,ALQ,BLQ,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,CBlock,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RM,None,None,OldTown,Y,45,Gable,Partial,115000.0,0,Pave,5,AllPub,58
108,88,-1919.0,None,3,1Fam,No,Unf,Unf,0.0,N,Artery,15,144,CemntBd,CmentBd,None,,0,CBlock,2,Typ,0.0,None,None,0,0,0,0,0,GasW,1.5Fin,1,Lvl,Gtl,1,Corner,Reg,50,RM,None,None,IDOTRR,N,38,Gable,Normal,115000.0,0,Pave,7,AllPub,2
109,33,0.0,None,3,1Fam,No,BLQ,Unf,0.0,Y,Norm,24,0,Plywood,Plywood,MnPrv,TA,1,CBlock,2,Typ,2.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,IR1,20,RL,BrkFace,None,NWAmes,Y,58,Hip,Normal,190000.0,0,Pave,7,AllPub,33
110,52,0.0,None,4,1Fam,No,Rec,Unf,0.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,None,,0,CBlock,2,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RL,None,None,Edwards,Y,56,Gable,Normal,136900.0,0,Pave,7,AllPub,34
111,10,0.0,None,3,1Fam,No,GLQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,Fin,BuiltIn,0,0,0,1,0,GasA,SLvl,1,Lvl,Gtl,1,Inside,IR1,80,RL,None,None,Gilbert,Y,71,Gable,Normal,180000.0,0,Pave,7,AllPub,10
112,0,0.0,None,4,1Fam,Av,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,3.0,Fin,BuiltIn,1,1,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,RL,Stone,None,CollgCr,Y,79,Gable,Partial,383970.0,0,Pave,10,AllPub,0
113,54,0.0,None,3,1Fam,Mn,ALQ,Rec,1.0,Y,Norm,22,192,Wd Sdng,Wd Sdng,MnPrv,Gd,2,CBlock,2,Typ,2.0,Unf,Basment,1,0,0,0,0,GasA,1Story,1,Bnk,Gtl,3,Corner,Reg,20,RL,BrkFace,None,Crawfor,Y,60,Hip,Abnorml,217000.0,0,Pave,7,AllPub,54
114,62,0.0,None,3,1Fam,No,ALQ,LwQ,1.0,Y,Norm,24,0,Wd Sdng,Wd Sdng,MnPrv,TA,1,CBlock,2,Typ,1.0,Unf,Detchd,0,0,1,1,0,GasA,2Story,1,Lvl,Mod,1,Inside,IR1,70,RL,None,None,Crawfor,Y,58,Gambrel,Normal,259500.0,0,Pave,9,AllPub,5
115,8,0.0,Pave,2,TwnhsE,No,GLQ,Unf,0.0,Y,Norm,22,0,MetalSd,MetalSd,None,Fa,1,PConc,2,Typ,2.0,Unf,Detchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Corner,Reg,160,FV,BrkFace,None,Somerst,Y,58,Gable,Normal,176000.0,0,Pave,5,AllPub,8
116,47,0.0,None,3,1Fam,No,LwQ,BLQ,0.0,Y,Norm,20,144,Wd Sdng,Wd Sdng,None,Po,1,CBlock,1,Typ,1.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,BrkFace,None,Sawyer,Y,45,Gable,Normal,139000.0,0,Pave,6,AllPub,47
117,1,1.0,None,2,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,VinylSd,VinylSd,None,,0,PConc,1,Typ,2.0,Unf,Attchd,1,0,0,1,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,20,RL,None,None,Edwards,Y,47,Gable,Partial,155000.0,0,Pave,5,AllPub,0
118,20,0.0,None,5,1Fam,Mn,GLQ,Unf,1.0,Y,Norm,22,0,Plywood,Plywood,None,TA,2,PConc,3,Typ,3.0,Unf,Attchd,0,0,1,0,0,GasA,2Story,1,Lvl,Gtl,2,Corner,Reg,60,RL,None,None,SawyerW,Y,73,Hip,Normal,320000.0,0,Pave,11,AllPub,20
119,1,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,2.0,Fin,Attchd,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,RL,None,None,CollgCr,Y,62,Gable,Partial,163990.0,0,Pave,8,AllPub,0
120,37,0.0,None,1,1Fam,Gd,ALQ,Unf,1.0,Y,Norm,24,0,Plywood,Plywood,None,TA,2,CBlock,1,Typ,2.0,Unf,Attchd,1,0,0,0,0,GasA,SLvl,1,Low,Sev,3,CulDSac,IR1,80,RL,None,None,ClearCr,Y,56,Flat,Normal,180000.0,0,Pave,4,AllPub,37
121,68,40.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,140,AsbShng,AsbShng,MnPrv,,0,PConc,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,IDOTRR,P,36,Gable,Normal,100000.0,0,Pave,4,AllPub,57
122,50,0.0,None,3,1Fam,No,BLQ,Unf,0.0,Y,Norm,24,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,1.0,Unf,Attchd,0,1,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,20,RL,BrkFace,None,NAmes,Y,56,Hip,Normal,136000.0,0,Pave,5,AllPub,50
123,15,0.0,None,2,TwnhsE,No,GLQ,Unf,0.0,Y,Norm,24,0,Plywood,Plywood,None,,0,PConc,2,Typ,2.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,120,RL,None,None,SawyerW,Y,62,Gable,Normal,153900.0,0,Pave,5,AllPub,15
124,30,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,20,0,HdBoard,HdBoard,None,TA,1,CBlock,2,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,CulDSac,IR1,20,RL,None,None,NWAmes,Y,58,Gable,Normal,181000.0,0,Pave,7,AllPub,11
125,71,-1935.0,None,2,2fmCon,Av,GLQ,Unf,1.0,N,Norm,15,0,Wd Sdng,Wd Sdng,None,,0,CBlock,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,190,RM,None,None,IDOTRR,N,51,Gable,Normal,84500.0,0,Pave,5,AllPub,24
126,31,1.0,None,2,TwnhsE,No,ALQ,Unf,0.0,Y,Norm,20,0,Plywood,Plywood,None,TA,1,CBlock,2,Typ,2.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,120,RL,None,None,NPkVill,Y,58,Gable,Normal,128000.0,0,Pave,5,AllPub,31
127,77,-1930.0,None,3,1Fam,No,LwQ,Unf,0.0,Y,Feedr,21,0,WdShing,Wd Sdng,None,TA,1,BrkTil,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1.5Unf,1,Bnk,Gtl,1,Inside,IR1,45,RM,None,None,OldTown,N,40,Gable,Normal,87000.0,0,Pave,5,AllPub,57
128,40,0.0,None,3,1Fam,No,BLQ,Unf,0.0,Y,PosN,20,0,VinylSd,VinylSd,None,Fa,1,CBlock,1,Typ,2.0,RFn,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,60,RL,BrkFace,None,NAmes,Y,56,Gable,Normal,155000.0,0,Pave,6,AllPub,40
129,48,40.0,None,3,1Fam,No,Rec,BLQ,0.0,Y,Norm,20,0,Plywood,Plywood,MnWw,,0,CBlock,1,Typ,2.0,RFn,2Types,1,0,0,1,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,BrkFace,None,NAmes,Y,49,Gable,Abnorml,150000.0,0,Pave,6,AllPub,15
130,40,0.0,None,4,1Fam,No,Rec,Unf,0.0,Y,Norm,24,0,MetalSd,MetalSd,GdPrv,Gd,2,CBlock,2,Typ,2.0,Fin,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Corner,Reg,60,RL,BrkFace,None,NAmes,Y,71,Gable,Normal,226000.0,0,Pave,8,AllPub,40
131,9,0.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,2.0,RFn,BuiltIn,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,Corner,IR1,60,RL,BrkFace,None,Gilbert,Y,62,Gable,Normal,244000.0,0,Pave,7,AllPub,9
132,48,15.0,None,3,1Fam,No,Rec,Unf,1.0,Y,Norm,22,0,MetalSd,MetalSd,None,,0,CBlock,1,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,20,RL,None,None,NAmes,Y,47,Gable,Normal,150750.0,0,Pave,7,AllPub,5
133,8,0.0,None,2,1Fam,No,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,Fin,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,IR1,20,RL,BrkFace,None,Timber,Y,92,Gable,Normal,220000.0,0,Pave,6,AllPub,7
134,38,0.0,None,3,1Fam,No,Rec,Unf,0.0,Y,Norm,22,180,Plywood,Plywood,MnPrv,TA,1,CBlock,2,Min1,2.0,RFn,Attchd,1,0,0,1,0,GasA,1Story,1,Lvl,Gtl,2,Inside,IR1,20,RL,None,None,Sawyer,Y,45,Gable,Normal,180000.0,0,Pave,7,AllPub,13
135,38,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,Plywood,Plywood,MnPrv,Gd,1,PConc,2,Typ,2.0,Unf,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,BrkFace,None,NWAmes,Y,69,Hip,Normal,174000.0,0,Pave,7,AllPub,38
136,40,0.0,None,3,1Fam,No,BLQ,Unf,0.0,Y,Norm,20,0,MetalSd,MetalSd,None,Fa,1,CBlock,2,Typ,1.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Corner,IR1,20,RL,BrkFace,None,NAmes,Y,45,Gable,Normal,143000.0,0,Pave,5,AllPub,40
137,18,1.0,None,5,Duplex,No,Unf,Unf,0.0,Y,Norm,22,0,VinylSd,VinylSd,None,,0,CBlock,3,Typ,3.0,Unf,2Types,0,0,0,0,0,GasA,1Story,2,Lvl,Gtl,2,Inside,Reg,90,RL,BrkFace,None,Mitchel,Y,69,Gable,Family,171000.0,0,Pave,9,AllPub,17
138,9,0.0,None,3,1Fam,Mn,GLQ,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,GdPrv,TA,2,PConc,2,Typ,3.0,Fin,Attchd,1,0,1,1,0,GasA,2Story,1,Lvl,Gtl,1,Inside,IR1,60,RL,BrkFace,None,CollgCr,Y,90,Gable,Normal,230000.0,0,Pave,7,AllPub,8
139,12,0.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,MnPrv,,0,PConc,2,Typ,2.0,RFn,Attchd,1,0,1,1,0,GasA,2Story,1,Lvl,Gtl,2,Inside,IR1,60,RL,None,None,CollgCr,Y,60,Gable,Normal,231500.0,0,Pave,7,AllPub,12
140,39,-1971.0,None,3,1Fam,No,ALQ,Unf,0.0,Y,Norm,15,0,HdBoard,HdBoard,None,Po,1,CBlock,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,FR2,Reg,20,RL,None,None,NAmes,Y,31,Gable,Normal,115000.0,0,Pave,5,AllPub,39
141,1,0.0,None,3,1Fam,Av,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,Fin,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,None,None,CollgCr,Y,75,Gable,Normal,260000.0,0,Pave,7,AllPub,1
142,58,48.0,None,4,1Fam,No,Rec,Unf,0.0,Y,Artery,16,0,BrkFace,Wd Sdng,MnPrv,,0,CBlock,2,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Corner,Reg,50,RL,None,None,NAmes,Y,45,Gable,Normal,166000.0,0,Pave,6,AllPub,58
143,10,0.0,None,3,1Fam,Gd,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Typ,2.0,RFn,Attchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,IR1,20,RL,BrkFace,None,CollgCr,Y,75,Gable,Normal,204000.0,0,Pave,6,AllPub,10
144,43,0.0,None,6,Duplex,No,Rec,Unf,1.0,Y,RRAe,20,0,HdBoard,HdBoard,None,,0,CBlock,2,Typ,2.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,2,Lvl,Gtl,1,Inside,Reg,90,RM,BrkFace,None,Sawyer,Y,45,Gable,Abnorml,125000.0,0,Pave,10,AllPub,43
145,2,0.0,None,3,Twnhs,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,,0,PConc,2,Maj1,2.0,Unf,Detchd,0,0,0,0,0,GasA,2Story,1,Lvl,Gtl,1,Inside,Reg,160,RM,Stone,None,Edwards,Y,62,Gable,Normal,130000.0,0,Pave,7,AllPub,0
146,78,0.0,None,2,1Fam,No,BLQ,Unf,1.0,Y,Norm,20,0,Wd Sdng,Wd Sdng,None,,0,BrkTil,1,Typ,1.0,Unf,Detchd,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Corner,Reg,30,RM,None,None,BrkSide,Y,43,Gable,Normal,105000.0,0,Pave,5,AllPub,16
147,9,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,2.0,Fin,BuiltIn,0,0,0,1,0,GasA,2Story,1,Lvl,Gtl,1,CulDSac,IR1,60,RL,BrkFace,None,Gilbert,Y,75,Gable,Normal,222500.0,0,Pave,8,AllPub,9
148,4,-2004.0,None,3,1Fam,No,GLQ,Unf,1.0,Y,Norm,19,0,VinylSd,VinylSd,None,,0,PConc,1,Typ,0.0,None,None,0,0,0,0,0,GasA,1Story,1,Lvl,Gtl,1,Inside,Reg,20,RL,BrkFace,None,SawyerW,Y,68,Gable,Normal,141000.0,0,Pave,6,AllPub,3
149,70,0.0,None,3,1Fam,No,Unf,Unf,0.0,Y,Norm,22,0,MetalSd,MetalSd,None,,0,BrkTil,1,Typ,1.0,Unf,Detchd,1,0,1,0,0,GasA,1.5Fin,1,Lvl,Gtl,1,Inside,Reg,50,RM,None,None,BrkSide,Y,45,Gable,Normal,115000.0,0,Pave,7,AllPub,56
150,32,0.0,None,3,1Fam,Av,BLQ,Unf,0.0,Y,Norm,20,0,HdBoard,HdBoard,MnPrv,,0,CBlock,1,Typ,2.0,Unf,Attchd,0,0,0,1,0,GasA,1Story,1,Lvl,Gtl,2,Corner,Reg,20,RL,None,None,CollgCr,Y,45,Gable,Normal,122000.0,0,Pave,5,AllPub,32
151,1,0.0,None,2,1Fam,Gd,GLQ,Unf,1.0,Y,Norm,24,0,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,3.0,RFn,Attchd,1,0,0,0,0,GasA,1Story,1,Lvl,Gtl,2,Inside,Reg,20,RL,Stone,None,NridgHt,Y,92,Hip,Partial,372402.0,0,Pave,6,AllPub,0
152,35,0.0,None,4,1Fam,No,Rec,Unf,0.0,Y,Norm,22,0,HdBoard,HdBoard,GdWo,Gd,1,CBlock,2,Typ,2.0,RFn,Attchd,1,0,0,1,0,GasA,2Story,1,Lvl,Gtl,2,CulDSac,IR1,60,RL,BrkFace,None,NWAmes,Y,56,Gable,Normal,190000.0,0,Pave,8,AllPub,35
